"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"FUN-127","Functional Testing","Adaptive Quiz & Assessment","Teacher approval flag — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=200, body present=true","2026-08-05T23:35:22.587Z"
"FUN-128","Functional Testing","Adaptive Quiz & Assessment","Teacher approval flag — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"FUN-129","Functional Testing","Adaptive Quiz & Assessment","Teacher feedback on profile — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=200 exp=200","2026-08-05T23:35:22.587Z"
"FUN-130","Functional Testing","Adaptive Quiz & Assessment","Teacher feedback on profile — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-08-05T23:35:22.587Z"
"FUN-131","Functional Testing","Adaptive Quiz & Assessment","Teacher feedback on profile — BADTYPE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BADTYPE] junk query params -> 200 (handled gracefully)","2026-08-05T23:35:22.587Z"
"FUN-132","Functional Testing","Adaptive Quiz & Assessment","Teacher feedback on profile — BOUNDARY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BOUNDARY] long query -> 200 (handled)","2026-08-05T23:35:22.587Z"
"FUN-133","Functional Testing","Adaptive Quiz & Assessment","Teacher feedback on profile — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] no token -> 401","2026-08-05T23:35:22.587Z"
"FUN-134","Functional Testing","Adaptive Quiz & Assessment","Teacher feedback on profile — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 200,200","2026-08-05T23:35:22.587Z"
"FUN-135","Functional Testing","Adaptive Quiz & Assessment","Teacher feedback on profile — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=200, body present=true","2026-08-05T23:35:22.587Z"
"FUN-136","Functional Testing","Adaptive Quiz & Assessment","Teacher feedback on profile — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"FUN-137","Functional Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=200 exp=200","2026-08-05T23:35:22.587Z"
"FUN-138","Functional Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-08-05T23:35:22.587Z"
"FUN-139","Functional Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — BADTYPE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BADTYPE] junk query params -> 200 (handled gracefully)","2026-08-05T23:35:22.587Z"
"FUN-140","Functional Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — BOUNDARY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BOUNDARY] long query -> 200 (handled)","2026-08-05T23:35:22.587Z"
"FUN-141","Functional Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] no token -> 401","2026-08-05T23:35:22.587Z"
"FUN-142","Functional Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 200,200","2026-08-05T23:35:22.587Z"
"FUN-143","Functional Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=200, body present=true","2026-08-05T23:35:22.587Z"
"FUN-144","Functional Testing","Adaptive Quiz & Assessment","Teachers sorted by Best-Fit — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"FUN-145","Functional Testing","Answer Sheet Upload & OCR","Send teachership request — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=201 exp=201","2026-08-05T23:35:22.587Z"
"FUN-146","Functional Testing","Answer Sheet Upload & OCR","Send teachership request — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] omit teacherId -> 400","2026-08-05T23:35:22.587Z"
"FUN-147","Functional Testing","Answer Sheet Upload & OCR","Send teachership request — BADTYPE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-08-05T23:35:22.587Z"
"FUN-148","Functional Testing","Answer Sheet Upload & OCR","Send teachership request — BOUNDARY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BOUNDARY] boundary -> 500 (handled)","2026-08-05T23:35:22.587Z"
"FUN-149","Functional Testing","Answer Sheet Upload & OCR","Send teachership request — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] no token -> 401","2026-08-05T23:35:22.587Z"
"FUN-150","Functional Testing","Answer Sheet Upload & OCR","Send teachership request — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 201,400","2026-08-05T23:35:22.587Z"
"FUN-151","Functional Testing","Answer Sheet Upload & OCR","Send teachership request — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=201, body present=true","2026-08-05T23:35:22.587Z"
"FUN-152","Functional Testing","Answer Sheet Upload & OCR","Send teachership request — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=201","2026-08-05T23:35:22.587Z"
"FUN-153","Functional Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=400 exp=400","2026-08-05T23:35:22.587Z"
"FUN-154","Functional Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] no server-side required-field on this endpoint; status=400","2026-08-05T23:35:22.587Z"
"FUN-155","Functional Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — BADTYPE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-08-05T23:35:22.587Z"
"FUN-156","Functional Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — BOUNDARY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BOUNDARY] boundary -> 500 (handled)","2026-08-05T23:35:22.587Z"
"FUN-157","Functional Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] no token -> 401","2026-08-05T23:35:22.587Z"
"FUN-158","Functional Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 400,400","2026-08-05T23:35:22.587Z"
"FUN-159","Functional Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=400, body present=true","2026-08-05T23:35:22.587Z"
"FUN-160","Functional Testing","Answer Sheet Upload & OCR","Duplicate pending request blocked — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=400","2026-08-05T23:35:22.587Z"
"FUN-161","Functional Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=400 exp=400","2026-08-05T23:35:22.587Z"
"FUN-162","Functional Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] no server-side required-field on this endpoint; status=400","2026-08-05T23:35:22.587Z"
"FUN-163","Functional Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — BADTYPE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-08-05T23:35:22.587Z"
"FUN-164","Functional Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — BOUNDARY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BOUNDARY] boundary -> 500 (handled)","2026-08-05T23:35:22.587Z"
"FUN-165","Functional Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] no token -> 401","2026-08-05T23:35:22.587Z"
"FUN-166","Functional Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 400,400","2026-08-05T23:35:22.587Z"
"FUN-167","Functional Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=400, body present=true","2026-08-05T23:35:22.587Z"
"FUN-168","Functional Testing","Answer Sheet Upload & OCR","Request to non-teacher rejected — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=400","2026-08-05T23:35:22.587Z"
"FUN-169","Functional Testing","Answer Sheet Upload & OCR","Teacher responds to request — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=200 exp=200","2026-08-05T23:35:22.587Z"
"FUN-170","Functional Testing","Answer Sheet Upload & OCR","Teacher responds to request — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-08-05T23:35:22.587Z"
"FUN-171","Functional Testing","Answer Sheet Upload & OCR","Teacher responds to request — BADTYPE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-08-05T23:35:22.587Z"
"FUN-172","Functional Testing","Answer Sheet Upload & OCR","Teacher responds to request — BOUNDARY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BOUNDARY] boundary -> 200 (handled)","2026-08-05T23:35:22.587Z"
"FUN-173","Functional Testing","Answer Sheet Upload & OCR","Teacher responds to request — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] no token -> 401","2026-08-05T23:35:22.587Z"
"FUN-174","Functional Testing","Answer Sheet Upload & OCR","Teacher responds to request — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 200,200","2026-08-05T23:35:22.587Z"
"FUN-175","Functional Testing","Answer Sheet Upload & OCR","Teacher responds to request — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=200, body present=true","2026-08-05T23:35:22.587Z"
"FUN-176","Functional Testing","Answer Sheet Upload & OCR","Teacher responds to request — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"FUN-177","Functional Testing","Answer Sheet Upload & OCR","Teacher views received requests — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=200 exp=200","2026-08-05T23:35:22.587Z"
"FUN-178","Functional Testing","Answer Sheet Upload & OCR","Teacher views received requests — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-08-05T23:35:22.587Z"
"FUN-179","Functional Testing","Answer Sheet Upload & OCR","Teacher views received requests — BADTYPE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BADTYPE] junk query params -> 200 (handled gracefully)","2026-08-05T23:35:22.587Z"
"FUN-180","Functional Testing","Answer Sheet Upload & OCR","Teacher views received requests — BOUNDARY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BOUNDARY] long query -> 200 (handled)","2026-08-05T23:35:22.587Z"
"FUN-181","Functional Testing","Answer Sheet Upload & OCR","Teacher views received requests — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] no token -> 401","2026-08-05T23:35:22.587Z"
"FUN-182","Functional Testing","Answer Sheet Upload & OCR","Teacher views received requests — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 200,200","2026-08-05T23:35:22.587Z"
"FUN-183","Functional Testing","Answer Sheet Upload & OCR","Teacher views received requests — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=200, body present=true","2026-08-05T23:35:22.587Z"
"FUN-184","Functional Testing","Answer Sheet Upload & OCR","Teacher views received requests — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"FUN-185","Functional Testing","Learning Path","View learning path — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=200 exp=200","2026-08-05T23:35:22.587Z"
"FUN-186","Functional Testing","Learning Path","View learning path — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-08-05T23:35:22.587Z"
"FUN-187","Functional Testing","Learning Path","View learning path — BADTYPE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BADTYPE] junk query params -> 200 (handled gracefully)","2026-08-05T23:35:22.587Z"
"FUN-188","Functional Testing","Learning Path","View learning path — BOUNDARY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[BOUNDARY] long query -> 200 (handled)","2026-08-05T23:35:22.587Z"
"FUN-189","Functional Testing","Learning Path","View learning path — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] no token -> 401","2026-08-05T23:35:22.587Z"
"FUN-190","Functional Testing","Learning Path","View learning path — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 200,200","2026-08-05T23:35:22.587Z"
"FUN-191","Functional Testing","Learning Path","View learning path — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=200, body present=true","2026-08-05T23:35:22.587Z"
"FUN-192","Functional Testing","Learning Path","View learning path — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"FUN-193","Functional Testing","Learning Path","Generate learning path — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=201 exp=201","2026-08-05T23:35:22.587Z"
